plugin,formid,editor_id,name,enchant_type,cast_type,target_type,charge_amount,effects,modding_use,validation
Skyrim.esm,Skyrim.esm:04C6CB,StaffEnchFirebolt,Firebolt,StaffEnchantment,FireAndForget,Aimed,41,FireDamageFFAimed (Skyrim.esm:012F03)|mag=25|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0B62DD,StaffEnchFireRune,Fire Rune,StaffEnchantment,FireAndForget,TargetLocation,173,RuneFireFFLocation (Skyrim.esm:05DB8F)|mag=40|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:04DEDA,StaffEnchFlames,Flames,StaffEnchantment,Concentration,Aimed,14,FireDamageConcAimed (Skyrim.esm:013CA9)|mag=8|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:029B65,StaffEnchFrenzy,Frenzy,StaffEnchantment,FireAndForget,Aimed,159,InfluenceAggUpFFAimedArea (Skyrim.esm:01EA78)|mag=8|area=15|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B5B,StaffEnchFrostbite,Frostbite,StaffEnchantment,Concentration,Aimed,16,FrostDamageConcAimed (Skyrim.esm:013CAA)|mag=8|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0B62DE,StaffEnchFrostRune,Frost Rune,StaffEnchantment,FireAndForget,TargetLocation,231,RuneFrostFFLocation (Skyrim.esm:06796D)|mag=40|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B6030,StaffEnchFury,Fury,StaffEnchantment,FireAndForget,Aimed,82,InfluenceAggUpFFAimed (Skyrim.esm:04DEE6)|mag=4|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62E2,StaffEnchHealingHands,Healing Hands,StaffEnchantment,Concentration,TargetActor,9,RestoreHealthConcActor (Skyrim.esm:01CEA5)|mag=4|area=0|dur=0,resource enchantment reference,extracted
Skyrim.esm,Skyrim.esm:029B6E,StaffEnchHealOther,Heal Other,StaffEnchantment,FireAndForget,TargetActor,32,RestoreHealthFFActor (Skyrim.esm:01CEA7)|mag=45|area=0|dur=0,resource enchantment reference,extracted
Skyrim.esm,Skyrim.esm:04DED7,StaffEnchIceSpike,Ice Spike,StaffEnchantment,FireAndForget,Aimed,48,FrostDamageFFAimed (Skyrim.esm:01CEA2)|mag=25|area=0|dur=0; FrostSlowFFAimed (Skyrim.esm:0B729F)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:029B5A,StaffEnchIceStorm,Ice Storm,StaffEnchantment,FireAndForget,Aimed,95,FrostDamageFFAimedArea (Skyrim.esm:01CEA3)|mag=40|area=15|dur=0; FrostSlowFFAimed (Skyrim.esm:0B729F)|mag=50|area=0|dur=5,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FCF6,StaffEnchIcySpear,Icy Spear,StaffEnchantment,FireAndForget,Aimed,189,FrostDamageFFAimed75 (Skyrim.esm:10F7F0)|mag=60|area=0|dur=0; FrostSlowFFAimed (Skyrim.esm:0B729F)|mag=50|area=0|dur=3,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FCF3,StaffEnchIncinerate,Incinerate,StaffEnchantment,FireAndForget,Aimed,171,FireDamageFFAimed75 (Skyrim.esm:10F7F1)|mag=60|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:04DED9,StaffEnchLightningBolt,Lightning Bolt,StaffEnchantment,FireAndForget,Aimed,655,ShockDamageFFAimed (Skyrim.esm:01CEA8)|mag=25|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:04DEDD,StaffEnchMagelight,Magelight,StaffEnchantment,FireAndForget,Aimed,14,LightFFAimed (Skyrim.esm:01EA6D)|mag=1|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B68,StaffEnchMassCharm,Mass Charm,StaffEnchantment,FireAndForget,Aimed,165,InfluenceAggDownFFAimedArea (Skyrim.esm:04DEDF)|mag=12|area=15|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B4A,StaffEnchParalyze,Paralysis,StaffEnchantment,FireAndForget,Aimed,300,ParalysisFFAimed (Skyrim.esm:01EA6E)|mag=0|area=0|dur=10; StaggerPushFFAimed (Skyrim.esm:0A44C0)|mag=100|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B602D,StaffEnchRaiseZombie,Raise Zombie,StaffEnchantment,FireAndForget,Aimed,60,ReanimateFFAimed0 (Skyrim.esm:065BD6)|mag=3|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B64,StaffEnchRally,Rally,StaffEnchantment,FireAndForget,Aimed,45,InfluenceConfUpFFAimedArea (Skyrim.esm:01EA76)|mag=10|area=15|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62DA,StaffEnchReanimateCorpse,Reanimate Corpse,StaffEnchantment,FireAndForget,Aimed,128,ReanimateFFAimed0 (Skyrim.esm:065BD6)|mag=6|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B71,StaffEnchRepelLesserUndead,Repel Lesser Undead,StaffEnchantment,FireAndForget,Aimed,53,TurnUndeadFFAimedArea50 (Skyrim.esm:04D3F7)|mag=4|area=0|dur=30; TurnUndeadPushFFAimed (Skyrim.esm:04D3F9)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B98,StaffEnchRepelUndead,Repel Undead,StaffEnchantment,FireAndForget,Aimed,115,TurnUndeadFFAimedArea50 (Skyrim.esm:04D3F7)|mag=8|area=0|dur=30; TurnUndeadPushFFAimed (Skyrim.esm:04D3F9)|mag=100|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B53,StaffEnchRevenant,Revenant,StaffEnchantment,FireAndForget,Aimed,185,ReanimateFFAimed50 (Skyrim.esm:096D0C)|mag=9|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B6D,StaffEnchRout,Rout,StaffEnchantment,FireAndForget,Aimed,309,InfluenceConfDownFFAimedArea (Skyrim.esm:01EA7A)|mag=12|area=15|dur=30,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62DF,StaffEnchShockRune,Shock Rune,StaffEnchantment,FireAndForget,TargetLocation,289,RuneShockFFLocation (Skyrim.esm:06796E)|mag=40|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62DC,StaffEnchSoulTrap,Soul Trap,StaffEnchantment,FireAndForget,TargetActor,107,SoulTrapFFActor (Skyrim.esm:04DBA3)|mag=0|area=0|dur=60,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:04DEDC,StaffEnchSparks,Sparks,StaffEnchantment,Concentration,Aimed,19,ShockDamageConcAimed (Skyrim.esm:013CAB)|mag=8|area=0|dur=1,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10FCF5,StaffEnchThunderbolt,Thunderbolt,StaffEnchantment,FireAndForget,Aimed,198,ShockDamageFFAimed75 (Skyrim.esm:10F7EF)|mag=60|area=0|dur=0,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:029B72,StaffEnchTurnGreaterUndead,Turn Greater Undead,StaffEnchantment,FireAndForget,Aimed,154,TurnUndeadFFAimed75 (Skyrim.esm:05DD5C)|mag=12|area=0|dur=30; TurnUndeadPushFFAimed (Skyrim.esm:04D3F9)|mag=100|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0B62E3,StaffEnchTurnLesserUndead,Turn Lesser Undead,StaffEnchantment,FireAndForget,Aimed,46,TurnUndeadFFAimed25 (Skyrim.esm:04B145)|mag=4|area=0|dur=30; TurnUndeadPushFFAimed (Skyrim.esm:04D3F9)|mag=50|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B96,StaffEnchTurnUndead,Turn Undead,StaffEnchantment,FireAndForget,Aimed,98,TurnUndeadFFAimed50 (Skyrim.esm:05DD5B)|mag=8|area=0|dur=30; TurnUndeadPushFFAimed (Skyrim.esm:04D3F9)|mag=0|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B5D,StaffEnchWallOfFlames,Wall Of Flames,StaffEnchantment,Concentration,Aimed,118,BarrierFireConcAimed (Skyrim.esm:08F3ED)|mag=8|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B5E,StaffEnchWallOfFrost,Wall Of Frost,StaffEnchantment,Concentration,Aimed,137,BarrierFrostConcAimed (Skyrim.esm:08F3F7)|mag=8|area=0|dur=1; FrostSlowConcAimed (Skyrim.esm:0B729D)|mag=50|area=0|dur=5,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:029B5F,StaffEnchWallOfStorms,Wall Of Storms,StaffEnchantment,Concentration,Aimed,145,BarrierShockConcAimed (Skyrim.esm:0BB96F)|mag=8|area=0|dur=1,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0FDBC1,TG08BInvisibilityEnch,Invisibility,Enchantment,FireAndForget,Touch,0,TG08BInvisibillityFFContact (Skyrim.esm:0FDBC2)|mag=0|area=0|dur=86400,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0FDBC6,TG08BSubterfugeEnch,Subterfuge,Enchantment,FireAndForget,Touch,0,TG08BSubterfugeExplosionEffect (Skyrim.esm:0FDBC5)|mag=1|area=0|dur=259200,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3AB9,TGArmorFortifyCarry,Hidden Pockets,Enchantment,ConstantEffect,Self,539,EnchFortifyCarryConstantSelf (Skyrim.esm:07A0F4)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3ABE,TGArmorFortifyCarryImproved,Improved Hidden Pockets,Enchantment,ConstantEffect,Self,998,EnchFortifyCarryConstantSelf (Skyrim.esm:07A0F4)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F6510,TGArmorFortifyCarryMaster,Featherlift Pockets,Enchantment,ConstantEffect,Self,1478,EnchFortifyCarryConstantSelf (Skyrim.esm:07A0F4)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3ABA,TGArmorFortifyLockpicking,Nimble Fingers,Enchantment,ConstantEffect,Self,196,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3ABD,TGArmorFortifyLockpickingImproved,Improved Nimble Fingers,Enchantment,ConstantEffect,Self,344,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F6511,TGArmorFortifyLockpickingMaster,Locksmith's Touch,Enchantment,ConstantEffect,Self,249,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3ABB,TGArmorFortifyPickpocket,Sly of Hand,Enchantment,ConstantEffect,Self,216,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3ABF,TGArmorFortifyPickpocketImproved,Improved Sly of Hand,Enchantment,ConstantEffect,Self,379,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F6512,TGArmorFortifyPickpocketMaster,Collector's Touch,Enchantment,ConstantEffect,Self,249,EnchFortifyPickpocketConstantSelf (Skyrim.esm:07A100)|mag=35|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3ABC,TGArmorFortifySpeechcraft,Swindler's Voice,Enchantment,ConstantEffect,Self,490,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=10|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3AC0,TGArmorFortifySpeechcraftImproved,Improved Swindler's Voice,Enchantment,ConstantEffect,Self,766,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0F6513,TGArmorFortifySpeechcraftMaster,Storyteller's Touch,Enchantment,ConstantEffect,Self,1052,EnchFortifySpeechcraftConstantSelf (Skyrim.esm:07A104)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0D3AC1,TGArmorMuffle,Muted Step,Enchantment,ConstantEffect,Self,134,EnchMuffleConstantSelf (Skyrim.esm:092A57)|mag=20|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:108549,TGLinweBootsEnchant,Shadowstrength,Enchantment,ConstantEffect,Self,786,EnchFortifySneakConstantSelf (Skyrim.esm:07A103)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:108548,TGLinweCuirassEnchant,Shadowthrive,Enchantment,ConstantEffect,Self,117,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10854A,TGLinweGauntletsEnchant,Shadowstrike,Enchantment,ConstantEffect,Self,432,EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:10854B,TGLinweHelmetEnchant,Shadowsight,Enchantment,ConstantEffect,Self,412,EnchFortifyArcheryConstantSelf (Skyrim.esm:07A0FE)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC05,TGNightingaleArmorBoots01,Nightingale's Stride,Enchantment,ConstantEffect,Self,105,EnchMuffleConstantSelf (Skyrim.esm:092A57)|mag=0.25|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC06,TGNightingaleArmorBoots02,Nightingale's Stride,Enchantment,ConstantEffect,Self,105,EnchMuffleConstantSelf (Skyrim.esm:092A57)|mag=0.5|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC07,TGNightingaleArmorBoots03,Nightingale's Stride,Enchantment,ConstantEffect,Self,5244,EnchMuffleConstantSelf (Skyrim.esm:092A57)|mag=35|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC08,TGNightingaleArmorChest01,Nightingale's Resolve,Enchantment,ConstantEffect,Self,347,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=20|area=0|dur=0; EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC09,TGNightingaleArmorChest02,Nightingale's Resolve,Enchantment,ConstantEffect,Self,652,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=30|area=0|dur=0; EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=30|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC0A,TGNightingaleArmorChest03,Nightingale's Resolve,Enchantment,ConstantEffect,Self,1049,EnchFortifyStaminaConstantSelf (Skyrim.esm:049507)|mag=40|area=0|dur=0; EnchResistFrostConstantSelf (Skyrim.esm:048F45)|mag=50|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC02,TGNightingaleArmorGloves01,Nightingale's Grasp,Enchantment,ConstantEffect,Self,628,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=15|area=0|dur=0; EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC03,TGNightingaleArmorGloves02,Nightingale's Grasp,Enchantment,ConstantEffect,Self,862,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=20|area=0|dur=0; EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=20|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC04,TGNightingaleArmorGloves03,Nightingale's Grasp,Enchantment,ConstantEffect,Self,1102,EnchFortifyLockpickingConstantSelf (Skyrim.esm:07A0FC)|mag=25|area=0|dur=0; EnchFortifyOneHandedConstantSelf (Skyrim.esm:07A0FF)|mag=25|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC01,TGNightingaleArmorHelmet01,Nightingale's Halo,Enchantment,ConstantEffect,Self,353,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=12|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCC00,TGNightingaleArmorHelmet02,Nightingale's Halo,Enchantment,ConstantEffect,Self,452,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=15|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:0FCBFF,TGNightingaleArmorHelmet03,Nightingale's Halo,Enchantment,ConstantEffect,Self,519,EnchFortifyIllusionConstantSelf (Skyrim.esm:07A0FA)|mag=17|area=0|dur=0,reward magnitude/equipment-effect reference,extracted
Skyrim.esm,Skyrim.esm:101932,TrapDartPoisonWeapEnch01,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=3|area=0|dur=7,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:1098BA,TrapDartPoisonWeapEnch02,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=4|area=0|dur=13,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:1098C2,TrapDartPoisonWeapEnch03,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=5|area=0|dur=13,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:1098C3,TrapDartPoisonWeapEnch04,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=5|area=0|dur=14,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:1098C4,TrapDartPoisonWeapEnch05,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=6|area=0|dur=9,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:1098C5,TrapDartPoisonWeapEnch06,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=6|area=0|dur=9,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10A25D,TrapDartPoisonWeapEnchDwe01,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=1|area=0|dur=7,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10A25E,TrapDartPoisonWeapEnchDwe02,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=1|area=0|dur=7,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10A25F,TrapDartPoisonWeapEnchDwe03,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=1|area=0|dur=7,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10A260,TrapDartPoisonWeapEnchDwe04,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=1|area=0|dur=7,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10A261,TrapDartPoisonWeapEnchDwe05,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=1|area=0|dur=7,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:10A262,TrapDartPoisonWeapEnchDwe06,Poison Damage,Enchantment,FireAndForget,Touch,0,TrapPoisonFFContactEffect (Skyrim.esm:101931)|mag=1|area=0|dur=7,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0E605F,TrapDweFlamePillarEnch01,Burning,Enchantment,FireAndForget,Touch,0,TrapFlamePillarMagicEffect01 (Skyrim.esm:10A285)|mag=10|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A2D2,TrapDweFlamePillarEnch02,Burning,Enchantment,FireAndForget,Touch,0,TrapFlamePillarMagicEffect01 (Skyrim.esm:10A285)|mag=15|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A2D3,TrapDweFlamePillarEnch03,Burning,Enchantment,FireAndForget,Touch,0,TrapFlamePillarMagicEffect01 (Skyrim.esm:10A285)|mag=17|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A2D4,TrapDweFlamePillarEnch04,Burning,Enchantment,FireAndForget,Touch,0,TrapFlamePillarMagicEffect01 (Skyrim.esm:10A285)|mag=19|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A2D5,TrapDweFlamePillarEnch05,Burning,Enchantment,FireAndForget,Touch,0,TrapFlamePillarMagicEffect01 (Skyrim.esm:10A285)|mag=21|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A2D6,TrapDweFlamePillarEnch06,Burning,Enchantment,FireAndForget,Touch,0,TrapFlamePillarMagicEffect01 (Skyrim.esm:10A285)|mag=23|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A26D,TrapExplosiveGasEnch01,Fire Damage,Enchantment,FireAndForget,Touch,9,TrapExplGasEnchFireDamageFFContact01 (Skyrim.esm:10A26E)|mag=5|area=0|dur=2; TrapExplGasEnchFireDamageFFContact02 (Skyrim.esm:10A26F)|mag=6|area=0|dur=2; TrapExplGasEnchFireDamageFFContact03 (Skyrim.esm:10A270)|mag=7|area=0|dur=2; TrapExplGasEnchFireDamageFFContact04 (Skyrim.esm:10A271)|mag=8|area=0|dur=2; TrapExplGasEnchFireDamageFFContact05 (Skyrim.esm:10A272)|mag=9|area=0|dur=2; TrapExplGasEnchFireDamageFFContact06 (Skyrim.esm:10A273)|mag=10|area=0|dur=2,combat enchantment reference,extracted
Skyrim.esm,Skyrim.esm:0EA53D,TrapFallingOilLampEnch01,Burning,Enchantment,FireAndForget,Touch,0,TrapGenericFireMagicEffect01 (Skyrim.esm:0E6060)|mag=3|area=0|dur=5,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:073328,TrapFireRune,,Enchantment,FireAndForget,Touch,2575,TrapRuneFireFFLocation01 (Skyrim.esm:073322)|mag=45|area=0|dur=0; TrapRuneFireFFLocation02 (Skyrim.esm:10A274)|mag=80|area=0|dur=0; TrapRuneFireFFLocation03 (Skyrim.esm:10A275)|mag=90|area=0|dur=0; TrapRuneFireFFLocation04 (Skyrim.esm:10A276)|mag=100|area=0|dur=0; TrapRuneFireFFLocation05 (Skyrim.esm:10A277)|mag=110|area=0|dur=0; TrapRuneFireFFLocation06 (Skyrim.esm:10A278)|mag=120|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A27E,TrapFrostRune,,Enchantment,FireAndForget,Touch,3433,TrapRuneFrostFFLocation01 (Skyrim.esm:073270)|mag=45|area=0|dur=0; TrapRuneFrostFFLocation02 (Skyrim.esm:10A279)|mag=80|area=0|dur=0; TrapRuneFrostFFLocation03 (Skyrim.esm:10A27A)|mag=90|area=0|dur=0; TrapRuneFrostFFLocation04 (Skyrim.esm:10A27B)|mag=100|area=0|dur=0; TrapRuneFrostFFLocation05 (Skyrim.esm:10A27C)|mag=110|area=0|dur=0; TrapRuneFrostFFLocation06 (Skyrim.esm:10A27D)|mag=120|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A27F,TrapLightningRune,,Enchantment,FireAndForget,Touch,4293,TrapRuneLightningFFLocation01 (Skyrim.esm:073325)|mag=45|area=0|dur=0; TrapRuneLightningFFLocation02 (Skyrim.esm:10A280)|mag=80|area=0|dur=0; TrapRuneLightningFFLocation03 (Skyrim.esm:10A281)|mag=90|area=0|dur=0; TrapRuneLightningFFLocation04 (Skyrim.esm:10A282)|mag=100|area=0|dur=0; TrapRuneLightningFFLocation05 (Skyrim.esm:10A283)|mag=110|area=0|dur=0; TrapRuneLightningFFLocation06 (Skyrim.esm:10A284)|mag=120|area=0|dur=0,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:0A0370,TrapPoisonGasEnch01,Poison Gas,Enchantment,FireAndForget,Touch,0,TrapPoisonGasMagicEffect (Skyrim.esm:09F28F)|mag=15|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A268,TrapPoisonGasEnch02,Poison Gas,Enchantment,FireAndForget,Touch,0,TrapPoisonGasMagicEffect (Skyrim.esm:09F28F)|mag=20|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A269,TrapPoisonGasEnch03,Poison Gas,Enchantment,FireAndForget,Touch,0,TrapPoisonGasMagicEffect (Skyrim.esm:09F28F)|mag=25|area=0|dur=3,enchantment effect reference,extracted
Skyrim.esm,Skyrim.esm:10A26A,TrapPoisonGasEnch04,Poison Gas,Enchantment,FireAndForget,Touch,0,TrapPoisonGasMagicEffect (Skyrim.esm:09F28F)|mag=30|area=0|dur=3,enchantment effect reference,extracted
